image_id,text
85162,A cow standing inside of a red brick house peeking out a small window.
32817,A man climbing on a toilet bowl in a closet
53082,A hand holding a piece of cinnamon roll
143119,A woman tennis player in a blue skirt holding a tennis racquet in one hand and touching the wall with her other hand.
3192,A pizza covered in veggies on a white plate sitting on a table.
357081,A photograph of two cows grazing on a green pasture.
79261,A man in blue shirt wading in water with building in the background.
243148,A woman is helping a child put on skis.
378605,"A table with a napkin, doughnut on a plate, and a cup of coffee."
43678,A very large commercial plane flying in blue skies.
144874,a woman surfing as a man comes to join her 
50159,A man and a woman cross country skiing on a snow covered trail with mountain peaks in the background.
386165,A man in a wheel chair is walking his dog. 
576955,A rider takes their horse through some water at speed.
412464,This sandwich has a side of salad on the plate
516416,A woman with a racket stands on a court.
271820,"A living room with sofa, lamp and tv in it."
205647,A semi truck pulling a chain of three trailers.
390017,a motorcycle is sitting off the side of the road
306524,A beautiful tower building with a big clock on it.
434316,Night scene of an on ramp with traffic light and assorted street lights.
227221,A man flying through the air while riding a skateboard.
42837,This is a computer generated image that depicts a surfer riding a wave.
45075,a couple of buildings grouped together next to some power lines 
42953,A group of people standing on top of a snow covered ski slope.
88784,Two dogs are playing on the beach catching a Frisbee. 
376684,Two giraffes standing near each other in the zoo. 
519611,a close up of a polar bear on a rock formation
347648,A hand carved vase sitting on a blue cloth. 
179151,People are standing in a shopping district with stores.
251717,Cattle grazing in a grassy field filled with trees.
553985,A man is holding up a tennis racket
25191,there are two elephants that are walking in the wild together
335181,A white small trash truck sitting on top of a parking lot.
62703,a female in a green top and a laptop
104221,A MAN IS PLAYING ON THE BEACH WITH A FRIEND
556516,A picture of a combination of a living room dining room area. 
285681,A commercial airplane either landing or preparing for take off.
60507,A batter at a game playing in a baseball game.
105547,a toilet and a microwave sitting out for the trash
229765,Three young men playing a game of frisbee on a sandy beach.
41635,Three cows standing on a grass field under a cloudy sky.
492246,A man with purple hair and braces laughing
406403,A person skis with mountains in the background.
386912,a person sitting at a desk with a keyboard and monitor 
388601,A woman sleeping on a giant piece of pizza.
165639,"A trash can filled with a hot dog, a banana and other garbage."
208995,A man is working at a desk on his laptop.
511299,A man standing on a red boat in the water.
528984,A group of people skiing down a ski slope.
7913,a shops table filled with apples oranges and other fruits
224012,The lunch plate includes both meat and vegetable choices.
32056,A man making the live long and prosper sign from star trek.
141426,Two bulls laying in hay with various people standing around.
338826,A fire station with a flag pole in front of it.
233348,A baseball player strikes a ball with his bat.
453622,A living room filled with furniture and lamps.
20906,"A banana, peanut butter and turkey sandwich sitting in a container."
490320,Three people show their opened keyboard style cell phones. 
316762,A small apartment has some framed pictures and posters
42276,A toilet sitting in a room surrounded by personal items.
84694,A group of people seated at a table in a large cellar
555299,some people are walking up a trail and some are on horses
423410,Two small white dogs looking out small windows of a building.
386457,Cat wedged between two large oak doors trying to get out.
487631,Photo taken from inside a car showing lamb in the street.
162692,A monument of a lion that is in a wall.
400117,A man with a tennis racquet and a referee in the background.
559665,Black and white photograph of two men on motorcycles.
277614,A train pulling past a church with a large clock tower.
421535,People on skis are entering a snow tunnel. 
69077,A brown dog sits in the snow near a red table and black chairs.
197279,A clock sitting on top of a sidewalk.
199855,Two yellowish green vases sitting on a counter.
233119,A person pulls a suitcase across an urban intersection. 
127119,A motorcycle parked outside in a parking lot near the beach.
540694,A giraffe standing in a lot filled with cars.
391132,A bowl of peeled oranges sitting on a white bowl on a kitchen counter.
218204,A wooden table topped with glasses with plants.
167859,A large bed with white sheets is unmade.
264686,A small apartment living room on a sunny day.
401327,"A desk with black keyboard, mouse and computer monitor."
292103,"A person sitting at a table with two plates of food, silverware and a cup on it."
577036,a big bus is parked as a some people ride by in a cart 
290959,Crowd of people in front of Amtrak train with bench
308504,A white table topped with different colored vegetables.
511058,A giraffe with a mouth full of grass in front of a forest.
331282,A large clock tower attached to a church next to a rocky mountain.
479938,A man sitting on a horse drawn wagon.
541108,Female tennis player about to hit the ball
454810,Cluttered sink and countertop in an institutional kitchen.
539883,A big screen TV and a Wii gaming console on a rooftop.
84492,A skateboarder grinds down a railing in front of buildings.
